HR info ID,Preferred Term,ACRONYM,homepage,OrgTypeID - OrgTypePreferredTerm,FinancialTrackingService ID,Edit Status,IsReplacedBy,Notes
61269,Portuguese Red Cross,,http://www.cruzvermelha.pt/,445 - Red Cross / Red Crescent,,,,
63127,Positive Voice (Patients' Association for People living with HIV in Greece) (Greece),PVHIV,http://positivevoice.gr/,441 - National NGO,,,,
62850,Post Crisis Counseling Network,PCCN,http://www.pccnhk.org/,437 - International NGO,,,,
61947,Poudre Fire Authority,PFA,http://www.poudre-fire.org/,435 - Government,,,,
56713,Practical Action,,,437 - International NGO,,,,
62248,Pragya (India),,,441 - National NGO,,,,
17537,Prayer Mountain Bohol,,,446 - Religious,,,,
17538,Premiere Urgence,PU,,437 - International NGO,6027,,,
62982,Première Urgence Internationale,PUI,,441 - National NGO,,,,
17539,Presbyterian Disaster Assistance,PDA,http://www.presbyterianmission.org/,446 - Religious,13260,,,
56132,Presidential Communications Development and Strategic,PCDSPO,www.gov.ph,435 - Government,,,,
17540,Presidential Legal Counsel,PLC,,435 - Government,,,,
17541,Presidential Management Staff,PMS,,435 - Government,,,,
63029,Pro-Action Développement,PAD,www.proactiondev.org,438 - International Organization,,,,
62249,Pro-Development Network,,,443 - Other,,,,
17542,PROCESS Foundation,,,441 - National NGO,,,,
62816,PRODEV,PRODEV,http://www.prodevhaiti.org/,441 - National NGO,,,,
61487,Proforest,Proforest,http://www.proforest.net/,438 - International Organization,,,,
52583,Program for Appropriate Technology in Health,PATH,http://www.path.org,437 - International NGO,,,,
49511,Programme dâ€™Appui Ã  la Transition (Mali),PAT-M,http://www.pat-mali.com,443 - Other,,,,
53527,Progressio,,http://www.progressio.org.uk,437 - International NGO,,,,
61488,Progressive Interventions,PI,http://www.pinterventions.org,438 - International Organization,,,,
56656,Project C.U.R.E.,,http://projectcure.org/,437 - International NGO,,,,
54863,Project Counselling Service,PCS,http://www.pcslatin.org,437 - International NGO,,,,
53162,Project Education South Sudan,,http://www.projecteducationsudan.org/,438 - International Organization,,,,
17543,Project Hope,,,437 - International NGO,7454,,,
60857,Protection - Turkey Cross Border,PRO-STIMA,,443 - Other,,,,
63053,Protection Cluster - Chad,,,443 - Other,,,,
62570,Protection Cluster - South Sudan,,,443 - Other,,,,
60828,Protection Sector Working Group Nigeria,PSWG,,443 - Other,,,,
49512,Protos,,http://protosh2o.org/,437 - International NGO,,,,
17544,Province Health Office,,,435 - Government,,,,
17545,Province of Cebu,,,435 - Government,,,,
17546,Provincial ABC,,,435 - Government,,,,
17547,Provincial Disaster Risk Reduction Management Council,,,435 - Government,,,,
17548,Provincial Local Government Unit,PLGU,,435 - Government,,,,
17549,Provincial Social Welfare and Development Office,PSWDO,,435 - Government,,,,
62250,Proyecto Aldea Global (Honduras),,,441 - National NGO,,,,
62865,Psicólogas y Psicólogos sin Fronteras,PsF,www.psicologassinfronteras.org,437 - International NGO,,,,
17550,Psychosocial Support and Children's Rights Resource Center,PST CRRC,,441 - National NGO,,,,
56478,"Public Works Emergency Management Services, LLC","PWEMS, LLC",,444 - Private sector,,,,
56664,Pure Works Foundation,PW,http://www.pureworks.org/,446 - Religious,,,,
61489,Pyoe Pin Programme Myanmar,PP,,438 - International Organization,,,,
61490,QANDIL,,http://www.qandil.org/,438 - International Organization,,,,
54656,Qatar Charity,,,437 - International NGO,,,,
52417,Qatar Red Crescent Society,QRC,,445 - Red Cross / Red Crescent,,,,
17551,Queen Margaret University,QMU,http://www.qmu.ac.uk/,431 - Academic / Research,,,,
62723,Queensland fire and Emergency Services,QFES,http://www.qfes.qld.gov.au/,435 - Government,,,,
62716,Radaa Association for Social Development,RASD,https://www.facebook.com/RASD12420,437 - International NGO,,,,
62560,Rahma Humanitarian Foundation,RHF,https://www.rahma.net/,437 - International NGO,,,,
62252,Rahma International (Kuwait),,,441 - National NGO,,,,
2158,Raia Development Initiative,RDI,http://rdisomalia.org,441 - National NGO,15893,,,
62084,Rainrace,,http://www.rainrace.com/,444 - Private sector,,,,
2159,Rainwater Association of Somalia,RAAS,http://www.gharainwater.org,441 - National NGO,15091,,,
63117,RALSA Foundation,RALSA,www.ralsa.org,431 - Academic / Research,,,,
17552,Ramon Aboitiz Foundation Inc.,RAFI,,441 - National NGO,,,,
56437,Rapid Response Mechanisme (Central African Republic) [RRM],RRM,http://www.humanitarianresponse.info/fr/operations/central-african-republic,443 - Other,,,,
62453,Rappler,,http://www.rappler.com/,439 - Media,,,,
61918,Rare,Rare,http://www.rare.org/,437 - International NGO,,,,
586,Ras-Awad Welfare Association,RAWA,,441 - National NGO,,,,
62253,RDRS Bangladesh (Bangladesh),,,441 - National NGO,,,,
2160,REACH Initiative,REACH Initiative,http://www.reach-initiative.org/,437 - International NGO,,,,
54769,Reach Out to Others Foundation,ROOF,,441 - National NGO,,,,
56466,Reach Out World Wide,ROWW,www.roww.org,441 - National NGO,,,,
54657,Reach Vulnerable,,http://www.reachvulnerable.org,441 - National NGO,,,,
61803,Ready4Today,R4T,http://www.professorready.com/,437 - International NGO,,,,
61620,Real Relief Habitat ApS,RR,http://www.realreliefway.com/,443 - Other,,,,
62028,Rebuild and Relief International,RRI NGO,http://www.rri-ngo.org/,437 - International NGO,,,,
62029,Rebuild Iraq Recruitment Program,RIRP,http://www.rirp.org/,437 - International NGO,,,,
50532,Red Crescent Comoros,,,445 - Red Cross / Red Crescent,,,,
61199,Red Crescent Society of Azerbaijan,,http://www.redcrescent.az/,445 - Red Cross / Red Crescent,,,,
61289,Red Crescent Society of the United Arab Emirates,,http://www.rcuae.ae/,445 - Red Cross / Red Crescent,,,,
61291,Red Crescent Society of Uzbekistan,,http://www.redcrescent.uz/,445 - Red Cross / Red Crescent,,,,
46690,Red Cross,RC,,445 - Red Cross / Red Crescent,,,,
61248,Red Cross of Luxembourg,,http://www.croix-rouge.lu/,445 - Red Cross / Red Crescent,,,,
61209,Red Cross Society of China,,http://www.redcross.org.cn/,445 - Red Cross / Red Crescent,,,,
61212,Red Cross Society of Côte d'Ivoire,,http://www.croixrouge.ci/,445 - Red Cross / Red Crescent,,,,
61256,Red Cross Society of Monaco,,http://www.croix-rouge.mc/,445 - Red Cross / Red Crescent,,,,
61265,Red Cross Society of Panama,,,445 - Red Cross / Red Crescent,,,,
61255,Red Cross Society of the Republic of Moldova,,http://redcross.md/,445 - Red Cross / Red Crescent,,,,
17553,Red een kind,,,437 - International NGO,,,,
56714,Red Panda Network,,,437 - International NGO,,,,
56629,Red Rose,,http://www.redrosecps.com/,444 - Private sector,,,,
17554,RedR,RedR,http://www.redr.org.uk/,437 - International NGO,7213,,,
61613,RedR Australia,RedR Australia,http://www.redr.org.au/,437 - International NGO,,,,
56784,RedR India,RedR,http://www.redr.org.in/,437 - International NGO,,,,
62521,Refugee Alliance,RA,http://refuge.no/language/en/home-english/,437 - International NGO,,,,
62254,Refugee Children and Vulnerable Citizens (Tajikistan),,,441 - National NGO,,,,
61491,Refugee Consortium of Kenya,RCK,http://www.rckkenya.org/,438 - International Organization,,,,
52584,Refugee Education Trust,RET,http://theret.org/en/home,437 - International NGO,,,,
49518,Refugees International,,http://www.refugeesinternational.org/,437 - International NGO,,,,
63056,Refugees Response Cluster - Chad,,,443 - Other,,,,
56039,Region CARAGA,,,435 - Government,,,,
56040,Region IX,,,435 - Government,,,,
56041,Region X,,,435 - Government,,,,
56042,Region XI,,,435 - Government,,,,
56043,Region XII,,,435 - Government,,,,
61492,Regional Assistance Mission to Solomon Islands,RAMSI,http://www.ramsi.org/,438 - International Organization,,,,
61493,Regional Center Small Arms Light Weapons,RECSA,http://www.recsasec.org/index.php/en/,438 - International Organization,,,,
61917,"Regional Centre for Emergency Preparedness, UNHCR",eCentre,http://www.ecentre.info/,447 - United Nations,,,,
62001,Regional Disaster Prevention and Preparedness Bureau for Somali Region,RDPPB,,435 - Government,,,,
17555,Regional Disaster Risk Reduction and Management Council,RDRMMC,,435 - Government,,,,
56121,Regional Human Right Commission,RHRC,,441 - National NGO,,,,
61494,Regional Humanitarian Coordinator for the Sahel,RHC for the Sahel,http://www.unocha.org/sahel/about-ocha-sahel/regional-humanitarian-coordinator-sahel,438 - International Organization,,,,
60825,Regional Institute of Policy Research & Training,RIPORT,http://www.riport.org/update/index.php,441 - National NGO,,,,
61496,Regional Integrated Multi-Hazard Early Warning System for Africa and Asia,RIMES,http://www.rimes.int/,438 - International Organization,,,,
62698,Regional Inter-Agency Standing Committee,RIASCO,,447 - United Nations,,,,
53528,Regional Mixed Migration Secretariat,RMMS,,443 - Other,,,,
61497,Regional Sanctions Co-ordinating Committee,RSCC,N/A,438 - International Organization,,,,
62522,"Rehabilitation, Education And Community Health (Iraq)",REACH,http://www.reach-iraq.org/default_en.aspx,441 - National NGO,,,,
54822,Relief and Children's Alternative Programme,RECAP,,441 - National NGO,,,,
61584,Relief Applications Charity,Relief Apps Charity,http://charity.reliefapps.org/,437 - International NGO,,,,
481,Relief International,RI,,437 - International NGO,6971,,,
63136,Relief Organization - Dar Al Fatwa (Lebanon),RAHAO,http://www.rahao.org/,441 - National NGO,,,,
52585,Relief Rehabilitation and Development Organization,RRDO,http://www.rrdorg.org,441 - National NGO,,,,
62255,Relief to Development Society (Tanzania),REDESO,,441 - National NGO,,,,
56785,Relief.sg LLP,RSG,http://www.relief.sg/,437 - International NGO,,,,
62776,ReliefWeb,,https://reliefweb.int,447 - United Nations,,,,
46691,REMOD (Central African Republic),REMOD,,441 - National NGO,,,,
17556,Remote Area Medical Volunteer Corps,RAM,,443 - Other,,,,
61972,Remote Sensing Centre UPNG,RSCUPNG,http://fire.pngsdf.com/home.php,431 - Academic / Research,,,,
56715,Renewable World UK,,,437 - International NGO,,,,
47250,Reproductive Health Response in Crises,RHRC,http://www.rhrc.org/,437 - International NGO,,,,
61240,Republic of Korea National Red Cross,,http://redcross.or.kr/,445 - Red Cross / Red Crescent,,,,
61611,Rescue & Relief International,RRI,http://www.rescuerelief.org/,437 - International NGO,,,,
61498,Rescue and Preparedness in Disasters,RAPID,www.rapidsar.org.uk,438 - International Organization,,,,
17557,Rescue Global,,,437 - International NGO,,,,
17558,Rescue Net,RescueNet  ,http://www.rescuenetus.org/,437 - International NGO,,,,
17559,Rescue South Africa,Rescue South Africa,http://www.rescue-sa.co.za/,435 - Government,14038,,,
62626,Rescue Team International,RTI,,437 - International NGO,,,,
62076,Research Associates for Peace and Development,RAPD,,441 - National NGO,,,,
61500,Research Institute for Development,IRD,www.ird.fr,438 - International Organization,,,,
62376,Research Institute on Leadership and Operations in Humanitarian Aid,RILOHA,http://www.riloha.org/,441 - National NGO,,,,
46959,Réseau d'Information et d'Appui aux ONG (DRC),RIAO,,441 - National NGO,,,,
61693,Réseau des Journalistes pour les Droits de l'Homme (RJDH) en République Centrafricaine,RJDH,http://jdh.org/,439 - Media,,,,
62256,Reseau national des associations de tantines (Cameroon),,,441 - National NGO,,,,
48580,Réseau National des Chambres d'Agriculture du Niger,RECA,http://www.reca-niger.org,443 - Other,,,,
62257,Reseau National Femme et Developpement (Comoros),,,441 - National NGO,,,,
62081,RESPECT Cameroon,RESPECT,http://www.respectcameroon.org/,441 - National NGO,,,,
17560,Response Network,RN,,443 - Other,,,,
56716,Restless Development,,,437 - International NGO,,,,
49519,Results for Development Institute,,http://www.r4d.org,437 - International NGO,,,,
56606,ReSurge International,ReSurge,www.resurge.org,437 - International NGO,,,,
62258,Riamiriam Civil Society Network - Karamoja (Uganda),,,441 - National NGO,,,,
49520,Right to Play,,http://www.righttoplay.com,437 - International NGO,,,,
62815,Right to Protection,R2P,http://r2p.org.ua/uk/,441 - National NGO,,,,
60850,Risk Reduction Education for Disasters,Risk RED,http://www.riskred.org/,437 - International NGO,,,,
62807,Risk SIMEX,RS,,444 - Private sector,,,,
61601,Rivanna Strategy,RS,www.rivannastrategy.com,444 - Private sector,,,,
2161,Riverine Relief Program,RRP,http://www.riverinereliefprogram.org/,441 - National NGO,14834,,,
62759,Robert Koch Institute Germany,,,431 - Academic / Research,,,,
56620,Roddenberry Disaster Response Team,DRT,http://www.roddenberrydrt-handbook.com/,433 - Donor,,,,
61499,Roll Back Malaria,Roll Back Malaria,http://www.rbm.who.int/,438 - International Organization,,,,
61270,Romanian Red Cross,,http://www.crucearosie.ro/,445 - Red Cross / Red Crescent,,,,
56717,Room to Read,,,437 - International NGO,,,,
62874,Roots of Development,Roots of Development,http://www.rootsofdevelopment.org/,438 - International Organization,,,,
54658,Rose Valley development organization,RVDO,,441 - National NGO,,,,
63133,Rouya Organization (Turkey),RO,,441 - National NGO,,,,
62259,Royal Charity Organization,,,433 - Donor,,,,
17561,Royal Navy,,,440 - Military,,,,
62796,Royal Netherlands Navy,,,440 - Military,,,,
62415,Royal Saudi nNaval Forces,RSNF,,440 - Military,,,,
62073,Rural Capacities Development Committee,RCDC,,441 - National NGO,,,,
2162,Rural Education and Agriculture Development Organization,READO,,441 - National NGO,15894,,,
56718,Rural Education And Development,READ,,437 - International NGO,,,,
62260,Rural Empowerment and Institutional Development (REPID),REPID,http://www.repid.org.pk/,441 - National NGO,,,,
62854,Rural Infrastructure & Human Resource Development Organization,RIHRDO,http://www.rihrdolakki.org/,441 - National NGO,,,,
56496,Rural Reconstruction Nepal,RRN,,437 - International NGO,,,,
62527,Rural Rehabilitation Association for Afghanistan,NPO/RRAA,http://www.nporraa.org.af/,441 - National NGO,,,,
62261,Rural Women's Network of Nepal (RUWON Nepal) (Nepal),RUWON Nepal,,441 - National NGO,,,,
62878,Rushd Institution,RUSHD,,437 - International NGO,,,,
61271,Russian Red Cross Society,,http://www.redcross.ru/,445 - Red Cross / Red Crescent,,,,
53356,Rwanda Red Cross,RRC,http://www.rwandaredcross.org/,445 - Red Cross / Red Crescent,,,,
62262,SAATHI (Nepal),,,441 - National NGO,,,,
62771,Sabaramati Samiti (India),Sabaramati,http://www.sabaramati.org/,441 - National NGO,,,,
54659,Sabawan,Sabawan,,441 - National NGO,,,,
62637,Sadad Humanitarian Organization (Syria),SHO,http://www.sadad-sy.org/,441 - National NGO,,,,
61501,SADC Disaster Risk Reduction Unit,SADC DRRU,http://gisportal.sadc.int/drru/,438 - International Organization,,,,
62307,Saemaul Undong,SMU,http://www.saemaul.com/eng,437 - International NGO,,,,
2163,Safa Marwa Relief and Development Organization,SAMRADO,,441 - National NGO,14577,,,
53163,Safer World,,http://www.saferworld.org.uk/,438 - International Organization,,,,
56719,Saferworld,,,437 - International NGO,,,,
61502,Safety Region Rotterdam Area,0,www.veiligheidsregio-rotterdam-rijnmond.nl,438 - International Organization,,,,
2164,Sage Organization,SAGE,,441 - National NGO,15567,,,
17562,Sahar International Trading,,,443 - Other,,,,
48581,Sahara Conservation Fund,,,437 - International NGO,,,,
62311,Sahara Economic Development Organization,SEDO,http://www.sedoiraq.org/,441 - National NGO,,,,
61503,Sahel and West Africa Club,SWAC,,438 - International Organization,,,,
49521,Sahel Etude Action pour le developpement,SEAD,,441 - National NGO,,,,
2165,Sahil International Humanitarian Organization,SIHO,http://sahilinternational.org/,437 - International NGO,,,,
54774,Salam Tribal Council,STC,,441 - National NGO,,,,
2166,Salama Medical Agency,SAMA,http://samasomalia.org/,441 - National NGO,14015,,,
62670,Salt Foundation,SALT,http://www.salt-iraq.org/,437 - International NGO,,,,
61272,Salvadorean Red Cross Society,,http://www.cruzrojasal.org.sv/,445 - Red Cross / Red Crescent,,,,
17563,Salvation Army,,,443 - Other,5521,,,
61504,Salvation Army International,SALVATION,www1.salvationarmy.org,438 - International Organization,,,,
61958,Sama Al-Yemen Development Foundation,SYDF,http://samaalyemen.org/,441 - National NGO,,,,
17564,Samarian 911 Korea,,,443 - Other,,,,
17565,Samaritan's Purse,,,437 - International NGO,6116,,,
56501,Samarth-NMDP,Samarth-NMDP,http://samarth-nepal.com/,443 - Other,,,,
17566,Samenwerkende Hulporganisaties,,,437 - International NGO,6956,,,
62519,Sami Foundation,,http://samifoundation.org.pk/,441 - National NGO,,,,
61273,Samoa Red Cross Society,,http://www.redcross.org.ws/,445 - Red Cross / Red Crescent,,,,
62263,Samoa Umbrella Non Government Organisation (Samoa),,,441 - National NGO,,,,
62264,Sampan'Asa momba ny Fampandrosoana (Madagascar),SAF FJKM,,441 - National NGO,,,,
47251,Samuel Hall,Samuel Hall,http://samuelhall.org/,437 - International NGO,,,,
62369,Sanayee Development Organization,SDO,http://www.sanayee.org.af/english/,441 - National NGO,,,,
61505,Sanitation and Water for All,SWA,http://www.sanitationandwaterforall.org/,438 - International Organization,,,,
49522,Santé Diabète,,http://www.santediabete.org,437 - International NGO,,,,
49523,Santé et Développement,,http://www.santedev.org/,441 - National NGO,,,,
49524,Santé Mali Rhône-Alpes,SMARA,http://smara.fr/,437 - International NGO,,,,
49525,Santé Sud,,http://www.santesud.org,437 - International NGO,,,,
61984,Saqib Food Production,SFP,http://www.saqibgroup.com/,444 - Private sector,,,,
56739,SAR Navarra,SAR Navarra,,437 - International NGO,,,,
54660,Sarhad Rural Support Programme,SRSP,http://srsp.org.pk/srsp_new1/,443 - Other,,,,
62265,Saroj Nalini Dutt Memorial Association (India),SNDMA,,441 - National NGO,,,,
62266,Sarvodaya Shramadana Movement (Sri Lanka),,,441 - National NGO,,,,
17567,Saude em Portugues,,,443 - Other,7159,,,
61274,Saudi Red Crescent Authority,,http://srcs.org.sa/,445 - Red Cross / Red Crescent,,,,
54800,SAUTUL HAQ,,,441 - National NGO,,,,
62025,Save Congo,,,441 - National NGO,,,,
62013,Save Human Aid Relief Association,SAHARA,,444 - Private sector,,,,
62861,Save Mother and Child,SAMCO,http://www.samcoorg.com/,441 - National NGO,,,,
482,Save The Children,SC,,437 - International NGO,6079,,,
54661,Save the life,,,441 - National NGO,,,,
63074,Save the Marginalized Uganda,STM,https://savethemarginalized.wordpress.com/,441 - National NGO,,,,
62070,Sawa Sudan for Development and Humanitarian Aid,SSDHA,,441 - National NGO,,,,
47824,Sawaid Health Organization (Sudan),SHO,,443 - Other,,,,
53529,SBSD Foundation,SBSD,,441 - National NGO,,,,
61506,Scaling Up Nutrition,SUN Movement,http://scalingupnutrition.org,438 - International Organization,,,,
17568,Scan Water,Scan Water,,441 - National NGO,,,,
61906,School of Leadership Foundation,SoLF,http://www.solf.org.pk/,441 - National NGO,,,,
17569,Science of Identity Foundation,SIF,,441 - National NGO,,,,
60826,Search And Rescue Assistance In Disasters,SARAID,http://www.saraid.org.uk/,437 - International NGO,,,,
56720,Search For Common Ground,SFCG,,437 - International NGO,,,,
62502,Secours Catholique,SC,http://www.secours-catholique.org/,437 - International NGO,,,,
17570,Secours Islamique,Secours Islamique,http://www.secours-islamique.org,437 - International NGO,6861,,,
61669,Secours Islamique France,SIF,http://www.secours-islamique.org/,437 - International NGO,,,,
56805,Secret Garden Disaster Relief,SGDR,http://dev.secretgardendisasterrelief.org/,437 - International NGO,,,,
62591,Secretaria Ejecutiva de la Coordinadora Nacional para la  Reducción de Desastres,SE-CONRED,http://conred.gob.gt/www/,435 - Government,,,,
54865,Secretariado Nacional de Pastoral Social,,http://www.new.pastoralsocial.org/,446 - Religious,,,,
581,Secretariat of the Pacific Community,SPC,http://www.sopac.org/,443 - Other,,,,
61690,Secretariat Permanent du Conseil National de Secours d'Urgence et de Rehabilitation,SP/CONASUR,http://www.conasur.gov.bf/,435 - Government,,,,
17571,Seed Finance,SF,,441 - National NGO,,,,
60818,Seguridad alimentaria y nutrición - Colombia,,,443 - Other,,,,
17572,Sel-J Pharmaceutical,,,443 - Other,,,,
46692,Senagalese Press Agency,,http://www.aps.sn/,441 - National NGO,,,,
61276,Senegalese Red Cross,,http://www.croix-rouge.sn/,445 - Red Cross / Red Crescent,,,,
62704,Senior Transformative Agenda Implementation Team,STAIT,http://www.deliveraidbetter.org/,438 - International Organization,,,,
54662,Serve,Serve,,441 - National NGO,,,,
62022,Serve Health Relief and Development Organization,SHRDO,http://www.shrdo.org/,441 - National NGO,,,,
2167,Serve Pastoralist International,SPI,http://www.servepastoralist.org/,441 - National NGO,15896,,,
1081,Service Civil International,SCI,http://www.sciint.org,437 - International NGO,16191,,,
53530,Services and Applications For Emergency Response,SAFER,,435 - Government,,,,
56613,Serving Friends International,SFI,http://www.servingfriends.org,437 - International NGO,,,,
63020,Serving Humanity Foundation (Sri Lanka),SHF,http://servinghumanityfoundation.org/,441 - National NGO,,,,
61507,SERVIR,SERVIR,http://www.servir.net/index.php,438 - International Organization,,,,
56612,Sevenz Gracia Foundation,SGF,,441 - National NGO,,,,
54663,Sewa Development Trust Sindh,SDTS,,441 - National NGO,,,,
61599,Shaarawy Foundation for Development,SFD,http://www.shaarawy.org/,441 - National NGO,,,,
2168,Shabelle Relief and Development Organization,SHARDO,http://shardo.org,441 - National NGO,8940,,,
61296,Shafak,Shafak,http://www.shafak.org,441 - National NGO,,,,
56721,Shangrila Home,,,437 - International NGO,,,,
17573,Shanti Volunteer Association,SVA,,437 - International NGO,16275,,,
56722,Shapla Neer,,,437 - International NGO,,,,
62267,Sheikh Abdullah Al Nouri Charity Society,,,433 - Donor,,,,
62251,Sheikh Thani Bin Abdullah Foundation for Humanitraian Services,RAF,https://www.raf-thani.com/,433 - Donor,,,,
62553,Shelter and NFI Cluster -  Iraq,S&NFI ,https://www.sheltercluster.org/response/iraq,437 - International NGO,,,,
62554,Shelter and NFI Cluster -  Iraq,S&NFI ,https://www.sheltercluster.org/response/iraq,447 - United Nations,,,,
61955,Shelter Centre,SC,http://www.sheltercentre.org/,437 - International NGO,,,,
62052,Shelter Cluster - Fiji,SCF,https://www.sheltercluster.org/response/fiji-cyclone-winston-2016,443 - Other,,,,
62693,Shelter Cluster - Somalia,SCS,https://www.sheltercluster.org/response/somalia,443 - Other,,,,
60866,Shelter Cluster Vanuatu,Shelter Cluster Vanuatu,https://www.sheltercluster.org/response/vanuatu-cyclone-pam-2015,443 - Other,,,,
17575,Shelter for Humanity,,,437 - International NGO,,,,
63048,Shelter/NFI/CCCM Cluster - Chad,Shelter/NFI/CCCM - Chad,,443 - Other,,,,
61985,Shelter/NFI/CCCM Cluster - Papua New Guinea,SNCC-PNG,https://www.humanitarianresponse.info/en/operations/papua-new-guinea/shelternficccm,443 - Other,,,,
17576,ShelterBox,,,437 - International NGO,12822,,,
62823,Shelters International Disaster Response,SIDR,www.sidrs.org,437 - International NGO,,,,
2169,Shilale Rehabilitation and Ecological Concern,SHILCON,,441 - National NGO,14835,,,
54813,"Shontoug Foundation, Inc.",,,441 - National NGO,,,,
62268,Shuhada (Afghanistan),,,441 - National NGO,,,,
54835,"Sibog Katawhan Alang sa Paglambo, Inc.",SIKAP Inc.,,441 - National NGO,,,,
62526,Sibro Organization for Development (Sudan),S.O.D.,,441 - National NGO,,,,
61508,Sierra Leone Human Rights Committee,SLHC,http://www.unhcr.org/cgi-bin/texis/vtx/page?page=49e485186&submit=GO,438 - International Organization,,,,
61277,Sierra Leone Red Cross,,http://www.sierraleoneredcross.net/,445 - Red Cross / Red Crescent,,,,
53164,Sightsavers,,http://www.sightsavers.org/,437 - International NGO,,,,
17577,Sign of Hope,Hope,,446 - Religious,6754,,,
49526,SIL International,SIL,http://www.sil.org,437 - International NGO,,,,
62500,Silatech,,http://www.silatech.com/,444 - Private sector,,,,
54821,Silingang Dapit sa Sidlakang Mindanao,SILDAP,,441 - National NGO,,,,
54789,"Silsilah Foundation, Inc",,,441 - National NGO,,,,
54664,Sindh Community Foundation,SCF,http://www.scfngo.org/,443 - Other,,,,
54665,Sindh Development Society,SDS,,441 - National NGO,,,,
60846,Sindhupalchok - Nepal Government,Nepal-Gov,,435 - Government,,,,
17578,Singapore Civil Defence Force,SCDF,http://www.scdf.gov.sg/content/scdf_internet/en.html,435 - Government,,,,
17579,Singapore Red Cross,SRC,,437 - International NGO,5830,,,
17580,Singapore specialist medical humanitarian relief team,,,437 - International NGO,,,,
62269,Skill Training Rehabilitation and Society (Afghanistan),STARS,,441 - National NGO,,,,
60867,SkyEye Inc,SE,http://www.skyeyeproject.com,444 - Private sector,,,,
61278,Slovak Red Cross,,http://www.redcross.sk/,445 - Red Cross / Red Crescent,,,,
61279,Slovenian Red Cross,,http://www.rks.si/,445 - Red Cross / Red Crescent,,,,
17581,Smart Communications,,http://www.smart.com.ph/,443 - Other,,,,
49527,SNV World,,http://www.snvworld.org/,437 - International NGO,,,,
61983,Social and Humanitarian Assistance Organization,SHAO,http://www.shao-af.org/,441 - National NGO,,,,
56761,Social Development and Promotion Center,SDPC,,441 - National NGO,,,,
2170,Social Life and Agricultural Development Organisation,SADO,http://sadosomalia.org/,441 - National NGO,7515,,,
54666,Social Services Program,SSP,,441 - National NGO,,,,
61634,Social Transformation And Rehabilitation Organization,STARO,http://www.staropk.org/,441 - National NGO,,,,
17582,Social Watch,Social Watch,http://www.socialwatch.org,437 - International NGO,,,,
17583,Social Weather Stations,SWS,,441 - National NGO,,,,
63010,Social Welfare Network (Nigeria),SWI,http://www.socialwelfarenetworkinitiative.org/,441 - National NGO,,,,
54825,Social Work Advocacy Team,SWAT,,441 - National NGO,,,,
56792,Sociedad Nacional de la Cruz Roja Colombiana,CRC,http://www.cruzrojacolombiana.org/,445 - Red Cross / Red Crescent,,,,
62270,Sociedade Islamica de Rio de Janeiro (Brazil),,,441 - National NGO,,,,
61625,Society and Environment Organization,,http://seorg.webs.com/,437 - International NGO,,,,
2171,Society Development Initiative Organization,SDIO,,441 - National NGO,15338,,,
54667,Society for Human and Institutional Development,,,441 - National NGO,,,,
62393,Society for Human Rights and Prisoners Aids (Pakistan),SHARP,http://sharp-pakistan.org/,441 - National NGO,,,,
53531,Society for Human Solidarity Yemen,SHS,http://www.shsyemen.org,441 - National NGO,,,,
61943,Society for Humanity And Development Over the World,SHADOW,http://www.shadowbd.org/,441 - National NGO,,,,
54668,"Society for Skills, Trainings & Development",SSTD,,443 - Other,,,,
49528,Society for the Protection of Animals Abroad,SPANA,http://www.spana.org,437 - International NGO,,,,
61509,Society of Research Administrators International,SRA,http://srainternational.org/,438 - International Organization,,,,
17584,Solidar Switzerland,,,437 - International NGO,,,,
54866,Solidaridad Internacional,SI,http://www.solidaridad.org/,437 - International NGO,,,,
47252,Solidarite Afghanistan Belgium,SAB,http://www.assosab.be,437 - International NGO,,,,
62271,"Solidarité des femmes pour le development, environnement et droits de l'enfant au Congo (Republic of Congo)",,,441 - National NGO,,,,
61965,Solidarité Feminine Contre la Pauvreté,SOLIFEM asbl,http://www.solifem.org/,441 - National NGO,,,,
62456,Solidarité Internationale pour l'Afrique,SIA,,441 - National NGO,,,,
61557,Solidarité Niger,SNIGER,,441 - National NGO,,,,
62465,Solidarités d'Afrique,SdA,,441 - National NGO,,,,
17585,Solidarites International,,http://www.solidarites.org/en/,437 - International NGO,5633,,,
2172,Solidarity Group of Jubbaland,SGJ,http://solidaritysom.org/,441 - National NGO,15897,,,
48582,Solthis,,http://www.solthis.org,437 - International NGO,,,,
62190,Soluciones Prácticas,PA,www.solucionespracticas.org.bo,437 - International NGO,,,,
62272,Soluciones Prácticas (Peru),,,441 - National NGO,,,,
2173,Solutions for Humanity International,SFH,http://www.sfhinternational.org/,437 - International NGO,15868,,,
1080,Somali Aid And Development,SAAD,http://www.saadaid.net,441 - National NGO,,,,
2174,Somali Aid Foundations,SAF,http://www.somaliaid.net/,441 - National NGO,8885,,,
2175,Somali Child Protection and Development,SOCPD,http://socpd.org/,441 - National NGO,,,,
2176,Somali Community Concern,SCC,http://sccsomalia.org/,441 - National NGO,,,,
2177,Somali Development & Rehabilitation Organisation,SDRO,http://sdrowebsite.com,441 - National NGO,,,,
2178,Somali Humanitarian Aid and Development Organization,SHADO,http://shadosomalia.org/,441 - National NGO,,,,
