HR info ID,Preferred Term,ACRONYM,homepage,OrgTypeID - OrgTypePreferredTerm,FinancialTrackingService ID,Edit Status,IsReplacedBy,Notes
47228,"Global Housing, Land and Property AoR",HLP,,443 - Other,,,,
62779,Global Logistics Cluster Support Team,GLCST,www.logcluster.org,447 - United Nations,,,,
61399,Global Migration Group,,http://www.globalmigrationgroup.org,438 - International Organization,,,,
61610,Global Network of Public Health Nurses,GNPHN,http://www.gnphn.com/,437 - International NGO,,,,
46647,Global Nutrition Cluster,N,http://www.unicef.org/nutritioncluster/,443 - Other,,,,
61612,Global Organization for Parliamentarians Against Corruption (Kiribati Chapter),GOPAC Kiribati Chapter,,438 - International Organization,,,,
56605,Global Outreach Doctors,Go DOcs,http://www.globaloutreachdoctors.org,437 - International NGO,,,,
61992,Global Partners,GP,http://www.globalpartnersinternational.com/,437 - International NGO,,,,
54619,Global Peace Pioneers,GPP,,437 - International NGO,,,,
61400,Global Polio Eradication Initiative,Global Polio Eradication Initiative,http://www.polioeradication.org/,438 - International Organization,,,,
916,Global Protection Cluster,GPC,http://www.globalprotectioncluster.org/,443 - Other,,,,
460,Global Public Policy Institute,GPPi,,443 - Other,15343,,,
17310,Global Rapid Rescue Relief,GR3,,437 - International NGO,,,,
50497,Global Relief,GR,,437 - International NGO,,,,
47229,Global Rights: Partners for Justice,,http://www.globalrights.org,437 - International NGO,,,,
52538,Global Veterans and Peace Ambassadors,GLOVEPA,http://www.glovepa.org,443 - Other,,,,
46648,Global Water Sanitation Hygiene Cluster,W,http://www.washcluster.info/,443 - Other,,,,
62408,Global Witness,GW,https://www.globalwitness.org/en/,431 - Academic / Research,,,,
61681,Global Youth Organization,GYO,,437 - International NGO,,,,
61401,GlobalHand,GlobalHand,http://www.globalhand.org/en,438 - International Organization,,,,
17311,GlobalMedic,GlobalMedic,http://www.dmgf.org/,437 - International NGO,,,,
61402,GLOBE International,GLOBE,http://www.globeinternational.org/,438 - International Organization,,,,
17312,Globetel,,,443 - Other,,,,
17313,Glory Reborn,,,437 - International NGO,,,,
17314,GOAL,,http://www.goal.ie/,437 - International NGO,,,,
54773,Golden Crescent Consortium Peace Builders and Affiliates,GCCPBA,,441 - National NGO,,,,
2119,Golweyne Relief and Rehabilitation NGO,GRRN,,441 - National NGO,,,,
61403,Good Humanitarian Donorship,Good Humanitarian Donorship,http://www.goodhumanitariandonorship.org/,438 - International Organization,,,,
17315,Good Neighbors International,,,437 - International NGO,,,,
17316,Good People International,GPI,http://eng.goodpeople.or.kr/,437 - International NGO,,,,
63124,Gospel Promotion Source Movement,GPSM,,441 - National NGO,,,,
63125,Gospel Promotion Source Movement,GPSM,,441 - National NGO,,,,
47230,Government of Afghanistan - Central Statistics Organization,CSO,http://cso.gov.af/en,435 - Government,,,,
60868,Government of Afghanistan - Chamber of Commerce and Industries,ACCI,,435 - Government,,,,
62401,Government of Afghanistan - Government Media and Information Center,GMIC,http://www.gmic.gov.af/english/,435 - Government,,,,
47232,"Government of Afghanistan - Ministry of Agriculture, Irrigation and Livestock",MAIL Afghanistan,,435 - Government,,,,
60869,Government of Afghanistan - Ministry of Anti-Narcotics,MAN,http://www.mcn.gov.af,435 - Government,,,,
62441,Government of Afghanistan - Ministry of Education,MoE,http://moe.gov.af/en,435 - Government,,,,
62440,Government of Afghanistan - Ministry of Energy and Water,MEW,http://mew.gov.af/en,435 - Government,,,,
47233,Government of Afghanistan - Ministry of Public Health,MoPH,,435 - Government,,,,
47231,Government of Afghanistan - Ministry of Refugees and Repatriation,MoRR,http://morr.gov.af,435 - Government,,,,
592,Government of Afghanistan - Ministry of Rural Rehabilitation and Development,MRRD,,435 - Government,,,,
47234,Government of Afghanistan - Ministry of Rural Rehabilitation and Development,MRRD,,435 - Government,,,,
60870,Government of Afghanistan - National Disaster Management Authority,ANDMA,,435 - Government,,,,
60871,Government of Afghanistan - National Radio Television,RTA,,435 - Government,,,,
62340,Government of Afghanistan - Office of Chief Executive,CEO,ceo.gov.af,435 - Government,,,,
62331,Government of Afghanistan - Office of the President,ARG,http://president.gov.af/ps,435 - Government,,,,
60872,Government of Albania,Govt. Albania,http://www.kryeministria.al/en,435 - Government,,,,
60873,Government of Albania Emergency Management Group,EMG,http://www.keshilliministrave.al/,435 - Government,,,,
60874,Government of Algeria,Govt. Algeria,http://www.el-mouradia.dz/,435 - Government,,,,
60875,Government of American Samoa,Govt. American Samoa,http://americansamoa.gov/,435 - Government,,,,
60876,Government of Angola,Govt. Angola,http://www.portalangop.co.ao/motix/en_us/portal/capa/index.html,435 - Government,,,,
50498,Government of Angola - Department of Civil Protection,,,435 - Government,,,,
60877,Government of Antigua and Barbuda,Govt. Antigua & Barbuda,http://www.ab.gov.ag/,435 - Government,,,,
60878,Government of Armenia - Ministry of Emergency Situations,MoES Armenia,http://www.mes.am/en/,435 - Government,,,,
17317,Government of Australia,,,435 - Government,,,,
17179,Government of Australia - Army,,,440 - Military,,,,
62439,Government of Australia - Australian Civil-Military Centre,ACMC,www.acmc.gov.au,435 - Government,,,,
60879,Government of Australia - Department of Foreign Affairs and Trade,DFAT,www.dfat.gov.au/,435 - Government,,,,
63039,Government of Australia - Department of Health,DoH,http://www.health.gov.au/,435 - Government,,,,
60880,Government of Austria,Govt. Austria,http://www.austria.gv.at/e/,435 - Government,,,,
60881,Government of Azerbaijan - Ministry of Emergency Situations,MoES Azerbaijan,http://fhn.gov.az/?eng,435 - Government,,,,
60882,Government of Bahrain,Govt. Bahrain,http://www.bna.bh/portal/en,435 - Government,,,,
60883,Government of Bangladesh,Govt. Bangladesh,http://www.bangladesh.gov.bd/www.bangladesh.gov.bd/index6a2d.html?q=en,435 - Government,,,,
60884,Government of Barbados,Govt. Barbados,http://www.barbados.gov.bb/,435 - Government,,,,
62767,Government of Belgium,,,435 - Government,,,,
62769,Government of Belgium - Belgian Defense,,,440 - Military,,,,
62768,Government of Belgium - Civil Protection,,,435 - Government,,,,
50083,Government of Belgium - Ministry of Health,,,435 - Government,,,,
60885,Government of Belize,Govt. Belize,http://www.belize.gov.bz/,435 - Government,,,,
60886,Government of Benin,Govt. Benin,http://www.gouv.bj/,435 - Government,,,,
60887,Government of Bermuda,Govt. Bermuda,http://www.gov.bm/,435 - Government,,,,
60888,Government of Bolivia,Govt. Bolivia,www.bolivia.gob.bo,435 - Government,,,,
60889,Government of Bosnia and Herzegovina,Govt. BiH,http://www.fbihvlada.gov.ba/,435 - Government,,,,
60890,Government of Botswana,Govt. Botswana,http://www.gov.bw/home.html,435 - Government,,,,
50499,Government of Botswana - Disaster Management Authority,DMA,,435 - Government,,,,
50500,Government of Botswana - National Disaster Management Office,NDMO,,435 - Government,,,,
60891,Government of Brazil,Govt. Brazil,http://www.mre.gov.br/,435 - Government,,,,
60892,Government of Bulgaria,Govt. Bulgaria,http://www.government.bg/English/,435 - Government,,,,
50362,Government of Burkina Faso,,,435 - Government,,,,
60893,Government of Burundi,Govt. Burundi,http://www.burundi-gov.bi/,435 - Government,,,,
53348,Government of Burundi - Plateforme Nationale,GoB-PN,,435 - Government,,,,
60906,Government of CÃ´te d'Ivoire,Govt. CÃ´te dâ€™Ivoire,http://www.cotedivoirepr.ci/,435 - Government,,,,
60894,Government of Cambodia,Govt. Cambodia,http://www.cambodia.gov.kh/unisql1/egov/english/home.view.html,435 - Government,,,,
50363,Government of Cameroon,,,435 - Government,,,,
63128,Government of Cameroon - Ministry of Agriculture and Rural Development,MINADER,http://www.minader.cm/,435 - Government,,,,
63061,"Government of Cameroon - Ministry of Livestock, Fisheries and Animal Industries",MINEPIA,http://www.minepia.gov.cm/fr/,435 - Government,,,,
62866,Government of Cameroon - Ministry of Public health,MINSANTE,http://www.minsante.cm/,435 - Government,,,,
62867,Government of Cameroon - Ministry of Public Health,MINSANTE,http://www.minsante.cm/,435 - Government,,,,
61840,Government of Canada,GoC,www.international.gc.ca,435 - Government,,,,
46649,Government of Central African Republic,,,435 - Government,,,,
46650,Government of Central African Republic - Foreign and Commonwealth Office,,,435 - Government,,,,
46651,Government of Central African Republic - General Management of Hydraulics,DGH,,435 - Government,,,,
46652,Government of Central African Republic - Ministry of Agriculture,,,435 - Government,,,,
46653,Government of Central African Republic - Ministry of Education,,,435 - Government,,,,
46654,Government of Central African Republic - Ministry of Environment and Ecology,,,435 - Government,,,,
46655,Government of Central African Republic - Ministry of Health,,,435 - Government,,,,
46656,Government of Central African Republic - Ministry of Justice and Communication,,,435 - Government,,,,
46657,Government of Central African Republic - Ministry of National Defense,,,435 - Government,,,,
46658,"Government of Central African Republic - Ministry of Security, Immigration and Public Order",,,435 - Government,,,,
46659,Government of Central African Republic - Ministry of the Plan,,,435 - Government,,,,
46660,Government of Central African Republic - National Commission for Refugees,NCR,,435 - Government,,,,
46661,Government of Central African Republic - National Water and Sanitation Agency,ANEA,,435 - Government,,,,
60895,Government of Chad,Govt. Chad,http://www.primature-tchad.org/,435 - Government,,,,
50389,Government of Chad - Centre National de Nutrition et de Technologie Alimentaire,CNNTA,,435 - Government,,,,
50391,Government of Chad - MinistÃ¨re de lâ€™Hydraulique Urbaine et Rurale,,,435 - Government,,,,
50390,Government of Chad - Ministère de l'Amenagement du Territoire de la décentralisation et des Libertés Locales,MATDLL,,435 - Government,,,,
63132,Government of Chad - Ministre de la fonction publique de lâ€™emploi et du dialogue social,,,435 - Government,,,,
50392,Government of Chad - Ministry of Education,,,435 - Government,,,,
60896,Government of Chile,Govt. CL,,435 - Government,,,,
60897,Government of China,Govt. CHN,,435 - Government,,,,
60898,Government of Colombia,Govt. Colombia,http://www.presidencia.gov.co,435 - Government,,,,
62691,Government of Colombia - Consejería Presidencial para los Derechos Humanos,,http://es.presidencia.gov.co/,435 - Government,,,,
54849,Government of Colombia - Consejo Comunitario Mayor de la Asociación Campesina Integral de Atrato,COCOMACIA,http://www.cocomacia.org.co/,441 - National NGO,,,,
54850,Government of Colombia - Consejo Departamental para la Gestión del Riesgo de Desastres,CDGRD,http://portal.gestiondelriesgo.gov.co/,435 - Government,,,,
54851,Government of Colombia - Consejo Municipal para la Gestión del Riesgo de Desastres,CMGRD,http://portal.gestiondelriesgo.gov.co/,435 - Government,,,,
60899,Government of Colombia - Defensa Civil,DCC,http://www.defensacivil.gov.co/portal/apps/php/index.php,435 - Government,,,,
54852,Government of Colombia - Defensoría del Pueblo,,http://www.defensoria.org.co,435 - Government,,,,
54853,Government of Colombia - Gobernación de Antioquia,,http://antioquia.gov.co/,435 - Government,,,,
54854,"Government of Colombia - Instituto de Hidrología, Meteorología y Estudios Ambientales",IDEAM,http://www.ideam.gov.co,435 - Government,,,,
54855,Government of Colombia - Instituto nacional de salud,,,435 - Government,,,,
54856,Government of Colombia - Ministerio de Educación Nacional,MEN,http://www.mineducacion.gov.co,435 - Government,,,,
54857,Government of Colombia - Personería Municipal - San Calixto (Norte de Santander),,,435 - Government,,,,
54858,Government of Colombia - Secretaría de Gobierno Municipal - San Calixto (Norte de Santander),,,435 - Government,,,,
54859,Government of Colombia - Unidad Nacional para la Gestión del Riesgo de Desastres,UNGRD,http://gestiondelriesgo.gov.co/,435 - Government,,,,
54860,Government of Colombia - Unidad Para la Atención y Reparación Integral a las Víctimas,UARIV,http://www.unidadvictimas.gov.co/,435 - Government,,,,
50501,Government of Comoros,,,435 - Government,,,,
50502,Government of Comoros - Centre des Opérations de Secours et de la Protection Civile,COSEP,,435 - Government,,,,
50548,Government of Cook Islands,,,435 - Government,,,,
61571,Government of Cook Islands - Emergency Management Cook  Islands,EMCI,,435 - Government,,,,
60900,Government of Costa Rica,Govt. Costa Rica,http://presidencia.go.cr/,435 - Government,,,,
60901,Government of Costa Rica - Institute of Aqueducts and Sewers,AYA,http://www.aya.go.cr,435 - Government,,,,
60902,Government of Costa Rica - Instituto Costarricense de Acueductos y Alcantarillados,AYA,http://www.aya.go.cr,435 - Government,,,,
60903,Government of Costa Rica - Instituto Metereologico Nacional,IMN,http://www.imn.ac.cr/,435 - Government,,,,
60904,Government of Costa Rica - Instituto Mixto de Ayuda Social,IMAS CR,http://www.imas.go.cr/,435 - Government,,,,
60905,Government of Costa Rica - Ministerio de Salud,MINISTERIO DE SALUD,http://www.ministeriodesalud.go.cr/,435 - Government,,,,
56053,Government of Cote d'Ivoire - Office National De La Protection Civile,ONPC,http://www.onpc-ci.org,435 - Government,,,,
60907,Government of Croatia,Govt. Croatia,http://www.vlada.hr/en,435 - Government,,,,
60908,Government of Cuba,Govt. Cuba,http://www.cubagob.cu/,435 - Government,,,,
60909,Government of Cyprus,Govt. Cyprus,http://www.moi.gov.cy/moi/pio/pio.nsf/index_en/index_en?OpenDocument,435 - Government,,,,
60910,Government of Denmark,Govt. Denmark,http://www.um.dk/en,435 - Government,,,,
53349,Government of Djibouti - DISED,DISED,,435 - Government,,,,
53350,Government of Djibouti - Executive Secretariat for Risks and Disaster Management,GoB-ESRDM,,435 - Government,,,,
53351,Government of Djibouti - Ministere De L'economie Et Des Finances Charge De Lâ€™industrie Et De La Planification,,,435 - Government,,,,
60911,Government of Dominica,Govt. Dominica,http://www.dominica.gov.dm/cms/,435 - Government,,,,
60912,Government of Dominican Republic - Defensa Civil,Defensa Civil DO,,435 - Government,,,,
60913,Government of Ecuador,Govt. Ecuador,http://www.presidencia.gob.ec/,435 - Government,,,,
62479,Government of Ecuador - Ministerio Coordinador de Conocimiento,,http://www.conocimiento.gob.ec/,435 - Government,,,,
62474,Government of Ecuador - Ministerio Coordinador de Desarrollo Social,MCDS,http://www.desarrollosocial.gob.ec/,435 - Government,,,,
62475,Government of Ecuador - Ministerio Coordinador de Política Económica,MCP,http://www.politicaeconomica.gob.ec/,435 - Government,,,,
62476,"Government of Ecuador - Ministerio Coordinador de Producción, Empleo y Competitividad",MCPEC,http://www.produccion.gob.ec/,435 - Government,,,,
62477,Government of Ecuador - Ministerio Coordinador de Sectores Estratégicos,,http://www.sectoresestrategicos.gob.ec/,435 - Government,,,,
62478,Government of Ecuador - Ministerio Coordinador de Seguridad,MICS,http://www.seguridad.gob.ec/,435 - Government,,,,
62445,"Government of Ecuador - Ministerio de Agricultura, Ganadería, Acuacultura y Pesca",MAGAP,http://www.agricultura.gob.ec/,435 - Government,,,,
62481,Government of Ecuador - Ministerio de Comercio Exterior,MCE,http://www.comercioexterior.gob.ec/,435 - Government,,,,
62482,Government of Ecuador - Ministerio de Cultura y Patrimonio,,http://www.culturaypatrimonio.gob.ec/,435 - Government,,,,
60915,Government of Ecuador - Ministerio de Defensa Nacional,,http://www.defensa.gob.ec/,435 - Government,,,,
62483,Government of Ecuador - Ministerio de Deporte,,http://www.deporte.gob.ec/,435 - Government,,,,
60916,Government of Ecuador - Ministerio de Desarrollo Urbano y Vivienda,MIDUVI,http://www.habitatyvivienda.gob.ec/,435 - Government,,,,
62446,Government of Ecuador - Ministerio de Educación,MINEDU,http://www.educacion.gob.ec/,435 - Government,,,,
62484,Government of Ecuador - Ministerio de Electricidad y Energía Renovable,,http://www.energia.gob.ec/,435 - Government,,,,
60917,Government of Ecuador - Ministerio de Finanzas,MEF,http://www.finanzas.gob.ec/,435 - Government,,,,
62489,Government of Ecuador - Ministerio de Hidrocarburos,,http://www.hidrocarburos.gob.ec/,435 - Government,,,,
62485,Government of Ecuador - Ministerio de Inclusión Económica y Social,MIES,http://www.inclusion.gob.ec/,435 - Government,,,,
62486,Government of Ecuador - Ministerio de Industrias y Productividad,,http://www.industrias.gob.ec/,435 - Government,,,,
